id_candidato,edad,genero,nivel_educativo,titulo,experiencia_anios,habilidades,idiomas,puesto_deseado,localidad,disponibilidad_horaria,trabajo_actual,sector_experiencia,ultima_actualizacion,pretension_salarial
1741,24,Masculino,Universitario,Recursos Humanos,7,Ventas,Ingles - Basico,Contador/a,san juan,Remoto,No,Tecnologia,2024-09-25,451184
1742,29,Femenino,Universitario,Recursos Humanos,24,Excel,Frances - Basico,Disenador grafico,neuquen,Part-Time,No,Diseno,2024-09-24,699937
1743,47,Otro,Secundario,Recursos Humanos,5,Ingles,Frances - Basico,Recepcionista,mendoza,Remoto,No,Tecnologia,2024-09-04,352558
1744,38,Masculino,Terciario,Recursos Humanos,21,Python,Ingles - Intermedio,Enfermero/a,mendoza,Remoto,Si,Educacion,2024-11-15,632773
1745,48,Masculino,Universitario,Marketing,1,Ingles,Ingles - Basico,Disenador grafico,san juan,Full-Time,No,Salud,2025-03-03,346602
1746,41,Otro,Posgrado,Arquitectura,18,Comunicacion,Portugues - Basico,Tecnico en sistemas,tucuman,Full-Time,No,Contabilidad,2025-01-29,633382
1747,37,Otro,Secundario,Abogacia,19,Excel,Frances - Basico,Enfermero/a,tucuman,Remoto,Si,Legal,2024-07-24,562549
1748,54,Otro,Posgrado,Arquitectura,19,Comunicacion,Portugues - Basico,Recepcionista,cordoba,Full-Time,No,Tecnologia,2024-06-14,606702
1749,21,Masculino,Terciario,Medicina,23,Ingles,Frances - Basico,Docente,cordoba,Full-Time,Si,Diseno,2024-12-03,663762
1750,45,Otro,Universitario,Abogacia,13,Project Management,Portugues - Basico,Vendedor,neuquen,Remoto,Si,Tecnologia,2024-08-22,586453
1751,37,Masculino,Universitario,Marketing,0,Redaccion,Portugues - Intermedio,Contador/a,tucuman,Full-Time,No,Contabilidad,2024-10-13,342466
1752,41,Otro,Universitario,Medicina,9,Excel,Portugues - Basico,Analista de datos,rosario,Full-Time,Si,Salud,2024-06-19,465053
1753,49,Masculino,Posgrado,Arquitectura,15,Project Management,Sin idiomas,Abogado/a,mendoza,Part-Time,No,Contabilidad,2024-10-16,607622
1754,58,Masculino,Terciario,Medicina,3,Python,Ingles - Basico,Abogado/a,neuquen,Full-Time,Si,Diseno,2024-06-22,360251
1755,53,Femenino,Posgrado,Psicologia,10,Redaccion,Frances - Basico,Enfermero/a,cordoba,Part-Time,Si,Diseno,2024-09-12,566040
1756,51,Otro,Secundario,Medicina,15,Diseno UX/UI,Ingles - Basico,Abogado/a,rosario,Remoto,No,Educacion,2024-12-25,524883
1757,53,Otro,Universitario,Abogacia,19,Python,Sin idiomas,Disenador grafico,tucuman,Part-Time,Si,Legal,2024-08-28,646014
1758,19,Masculino,Universitario,Recursos Humanos,0,SQL,Sin idiomas,Asistente administrativo,salta,Remoto,No,Contabilidad,2025-02-02,317362
1759,32,Masculino,Universitario,Recursos Humanos,15,Atencion al cliente,Portugues - Basico,Docente,cordoba,Full-Time,No,Tecnologia,2025-05-09,580092
1760,51,Masculino,Terciario,Administracion,18,Excel,Ingles - Avanzado,Analista de datos,neuquen,Full-Time,No,Tecnologia,2025-03-31,598252
1761,53,Femenino,Posgrado,Arquitectura,20,SQL,Ingles - Avanzado,Abogado/a,salta,Part-Time,No,Educacion,2025-01-11,658305
1762,23,Femenino,Secundario,Psicologia,21,Ingles,Sin idiomas,Abogado/a,rosario,Remoto,Si,Salud,2024-09-27,599948
1763,56,Masculino,Secundario,Abogacia,8,Excel,Ingles - Avanzado,Enfermero/a,san juan,Full-Time,No,Contabilidad,2025-01-04,400860
1764,59,Otro,Universitario,Abogacia,8,Atencion al cliente,Frances - Basico,Recepcionista,mendoza,Part-Time,Si,Comercio,2025-04-11,468470
1765,29,Otro,Terciario,Contador Publico,8,Excel,Ingles - Intermedio,Vendedor,san juan,Part-Time,No,Salud,2025-04-17,458868
1766,20,Femenino,Universitario,Ingenieria,16,Project Management,Portugues - Intermedio,Contador/a,san juan,Part-Time,Si,Tecnologia,2024-10-24,576186
1767,35,Femenino,Terciario,Arquitectura,11,Comunicacion,Portugues - Basico,Contador/a,san juan,Full-Time,Si,Diseno,2024-08-03,493618
1768,57,Masculino,Secundario,Abogacia,24,Ventas,Ingles - Intermedio,Contador/a,rosario,Remoto,Si,Contabilidad,2025-01-06,658863
1769,38,Otro,Universitario,Diseno Grafico,12,Project Management,Ingles - Avanzado,Contador/a,mendoza,Full-Time,Si,Diseno,2024-10-04,522955
1770,32,Masculino,Universitario,Abogacia,7,Atencion al cliente,Portugues - Basico,Tecnico en sistemas,rosario,Full-Time,No,Tecnologia,2024-09-11,438987
1771,50,Femenino,Secundario,Contador Publico,15,Excel,Ingles - Intermedio,Analista de datos,san juan,Remoto,No,Legal,2024-10-01,525539
1772,52,Otro,Universitario,Medicina,17,Project Management,Ingles - Basico,Recepcionista,cordoba,Part-Time,Si,Salud,2024-08-01,675941
1773,43,Otro,Universitario,Marketing,0,Comunicacion,Ingles - Avanzado,Vendedor,san juan,Full-Time,Si,Comercio,2025-04-16,349349
1774,25,Femenino,Universitario,Marketing,0,SQL,Ingles - Intermedio,Vendedor,cordoba,Part-Time,No,Legal,2024-07-30,359358
1775,53,Masculino,Terciario,Diseno Grafico,11,Project Management,Frances - Basico,Enfermero/a,neuquen,Part-Time,Si,Comercio,2025-04-25,498140
1776,47,Masculino,Universitario,Diseno Grafico,5,Ingles,Ingles - Basico,Docente,san juan,Remoto,Si,Legal,2024-09-03,407116
1777,40,Otro,Universitario,Administracion,8,SQL,Ingles - Avanzado,Abogado/a,salta,Remoto,No,Salud,2024-06-26,498819
1778,59,Femenino,Universitario,Marketing,22,Atencion al cliente,Portugues - Intermedio,Abogado/a,rosario,Remoto,Si,Tecnologia,2025-04-26,661266
1779,31,Otro,Secundario,Medicina,4,SQL,Sin idiomas,Recepcionista,san juan,Part-Time,Si,Comercio,2024-10-05,391651
1780,31,Femenino,Universitario,Marketing,15,Excel,Ingles - Avanzado,Tecnico en sistemas,rosario,Part-Time,No,Salud,2024-10-17,554974
1781,19,Masculino,Universitario,Ingenieria,17,Redaccion,Frances - Basico,Disenador grafico,san juan,Full-Time,Si,Comercio,2025-02-28,566201
1782,54,Femenino,Universitario,Arquitectura,16,Redaccion,Portugues - Intermedio,Asistente administrativo,salta,Part-Time,No,Salud,2024-09-08,590961
1783,22,Masculino,Terciario,Marketing,17,Diseno UX/UI,Portugues - Intermedio,Recepcionista,san juan,Remoto,No,Legal,2025-01-05,541860
1784,55,Femenino,Posgrado,Recursos Humanos,0,Ingles,Portugues - Intermedio,Disenador grafico,tucuman,Remoto,No,Salud,2024-07-26,376069
1785,58,Otro,Universitario,Administracion,18,Excel,Portugues - Basico,Asistente administrativo,neuquen,Remoto,No,Legal,2025-03-24,574176
1786,31,Masculino,Secundario,Contador Publico,21,Atencion al cliente,Portugues - Basico,Vendedor,rosario,Remoto,Si,Tecnologia,2025-05-07,605430
1787,56,Otro,Terciario,Diseno Grafico,7,Python,Sin idiomas,Tecnico en sistemas,neuquen,Part-Time,No,Legal,2025-02-06,382049
1788,42,Otro,Posgrado,Ingenieria,2,Redaccion,Portugues - Intermedio,Recepcionista,rosario,Remoto,No,Educacion,2024-09-24,474725
1789,37,Masculino,Secundario,Diseno Grafico,24,Atencion al cliente,Sin idiomas,Contador/a,rosario,Full-Time,Si,Tecnologia,2024-06-05,610382
1790,19,Masculino,Posgrado,Administracion,4,SQL,Ingles - Basico,Vendedor,tucuman,Part-Time,No,Diseno,2024-06-29,420294
1791,56,Otro,Universitario,Abogacia,22,Project Management,Portugues - Intermedio,Disenador grafico,san juan,Remoto,Si,Diseno,2024-09-27,704299
1792,23,Otro,Universitario,Ingenieria,7,Redaccion,Ingles - Intermedio,Recepcionista,cordoba,Full-Time,No,Diseno,2024-08-13,476091
1793,34,Otro,Terciario,Psicologia,18,Excel,Portugues - Intermedio,Recepcionista,neuquen,Remoto,No,Contabilidad,2024-05-27,615540
1794,42,Otro,Terciario,Ingenieria,17,Redaccion,Portugues - Basico,Enfermero/a,salta,Part-Time,No,Contabilidad,2024-08-12,565484
1795,45,Masculino,Posgrado,Administracion,17,Comunicacion,Portugues - Basico,Analista de datos,neuquen,Part-Time,No,Salud,2024-10-07,655532
1796,19,Masculino,Terciario,Contador Publico,20,Comunicacion,Ingles - Intermedio,Vendedor,san juan,Full-Time,Si,Salud,2025-04-22,647401
1797,52,Otro,Universitario,Ingenieria,0,Comunicacion,Ingles - Intermedio,Recepcionista,tucuman,Part-Time,Si,Educacion,2024-06-17,346368
1798,54,Femenino,Terciario,Administracion,14,Ingles,Ingles - Avanzado,Abogado/a,mendoza,Full-Time,Si,Salud,2024-05-22,537217
1799,22,Femenino,Secundario,Medicina,17,Redaccion,Ingles - Basico,Abogado/a,mendoza,Remoto,No,Tecnologia,2025-02-01,545883
1800,18,Masculino,Secundario,Arquitectura,24,Diseno UX/UI,Ingles - Basico,Analista de datos,tucuman,Part-Time,No,Tecnologia,2024-08-29,632711
1801,57,Otro,Universitario,Marketing,6,Atencion al cliente,Ingles - Basico,Recepcionista,san juan,Remoto,No,Diseno,2024-05-27,467114
1802,29,Otro,Posgrado,Medicina,15,Comunicacion,Frances - Basico,Contador/a,tucuman,Remoto,Si,Legal,2024-10-02,624366
1803,53,Masculino,Terciario,Administracion,15,SQL,Portugues - Basico,Analista de datos,cordoba,Part-Time,No,Comercio,2024-11-10,518477
1804,40,Femenino,Terciario,Recursos Humanos,14,Excel,Ingles - Basico,Analista de datos,neuquen,Remoto,Si,Salud,2025-01-22,525387
1805,48,Femenino,Terciario,Abogacia,5,Ingles,Ingles - Avanzado,Disenador grafico,san juan,Full-Time,Si,Educacion,2025-01-24,390698
1806,28,Femenino,Universitario,Marketing,8,Ventas,Ingles - Avanzado,Disenador grafico,neuquen,Full-Time,Si,Diseno,2024-12-01,459021
1807,27,Masculino,Terciario,Recursos Humanos,6,Comunicacion,Ingles - Basico,Docente,mendoza,Full-Time,No,Contabilidad,2024-05-14,411928
1808,20,Femenino,Posgrado,Contador Publico,13,Atencion al cliente,Ingles - Intermedio,Vendedor,san juan,Part-Time,No,Tecnologia,2025-02-14,583405
1809,31,Masculino,Universitario,Diseno Grafico,10,SQL,Ingles - Avanzado,Asistente administrativo,salta,Remoto,No,Tecnologia,2025-03-03,467584
1810,33,Masculino,Universitario,Psicologia,20,Excel,Sin idiomas,Analista de datos,neuquen,Remoto,No,Tecnologia,2024-06-14,614610
1811,27,Otro,Secundario,Marketing,15,Project Management,Ingles - Intermedio,Disenador grafico,rosario,Remoto,Si,Comercio,2024-08-03,562098
1812,46,Femenino,Posgrado,Medicina,24,Python,Sin idiomas,Tecnico en sistemas,rosario,Remoto,Si,Comercio,2024-12-30,706121
1813,27,Masculino,Terciario,Abogacia,5,SQL,Portugues - Basico,Docente,cordoba,Full-Time,No,Salud,2025-03-23,357109
1814,29,Femenino,Secundario,Recursos Humanos,21,Diseno UX/UI,Frances - Basico,Recepcionista,san juan,Part-Time,No,Contabilidad,2024-09-02,600447
1815,47,Femenino,Universitario,Administracion,15,SQL,Ingles - Avanzado,Vendedor,cordoba,Full-Time,No,Educacion,2024-12-03,555099
1816,58,Otro,Universitario,Marketing,19,SQL,Ingles - Intermedio,Recepcionista,san juan,Full-Time,Si,Comercio,2025-02-22,671648
1817,18,Femenino,Terciario,Diseno Grafico,15,Diseno UX/UI,Sin idiomas,Docente,mendoza,Part-Time,No,Legal,2024-07-22,572744
1818,22,Otro,Terciario,Administracion,11,Project Management,Ingles - Basico,Enfermero/a,salta,Part-Time,Si,Comercio,2025-02-02,519425
1819,37,Masculino,Universitario,Recursos Humanos,16,Ingles,Sin idiomas,Abogado/a,salta,Full-Time,Si,Tecnologia,2024-06-15,604599
1820,25,Femenino,Secundario,Abogacia,4,Redaccion,Sin idiomas,Vendedor,tucuman,Remoto,Si,Educacion,2024-06-10,388387
1821,29,Masculino,Universitario,Ingenieria,24,Excel,Portugues - Basico,Abogado/a,cordoba,Part-Time,Si,Salud,2025-05-09,679358
1822,18,Femenino,Universitario,Diseno Grafico,12,SQL,Portugues - Intermedio,Tecnico en sistemas,san juan,Part-Time,Si,Comercio,2024-10-25,514042
1823,37,Masculino,Terciario,Administracion,7,SQL,Portugues - Intermedio,Recepcionista,neuquen,Full-Time,Si,Tecnologia,2024-11-23,395303
1824,45,Femenino,Terciario,Diseno Grafico,23,Diseno UX/UI,Ingles - Basico,Enfermero/a,rosario,Remoto,Si,Diseno,2025-04-29,658686
1825,54,Femenino,Terciario,Contador Publico,4,Atencion al cliente,Portugues - Basico,Tecnico en sistemas,neuquen,Part-Time,No,Legal,2025-03-31,400523
1826,54,Femenino,Universitario,Administracion,11,SQL,Portugues - Basico,Asistente administrativo,rosario,Full-Time,No,Legal,2024-05-14,509037
1827,29,Femenino,Universitario,Marketing,8,SQL,Portugues - Basico,Recepcionista,mendoza,Part-Time,No,Diseno,2024-10-17,499344
1828,54,Femenino,Terciario,Ingenieria,2,Diseno UX/UI,Portugues - Basico,Docente,rosario,Remoto,Si,Salud,2024-10-05,315758
1829,45,Femenino,Universitario,Ingenieria,2,Atencion al cliente,Portugues - Intermedio,Enfermero/a,neuquen,Full-Time,Si,Salud,2024-07-21,385007
1830,32,Femenino,Posgrado,Psicologia,0,Diseno UX/UI,Ingles - Intermedio,Vendedor,neuquen,Full-Time,No,Comercio,2025-02-08,322551
1831,23,Femenino,Terciario,Diseno Grafico,24,Ingles,Portugues - Basico,Enfermero/a,salta,Remoto,Si,Salud,2024-12-01,682825
1832,37,Femenino,Posgrado,Medicina,21,SQL,Ingles - Intermedio,Recepcionista,san juan,Full-Time,Si,Contabilidad,2025-01-26,697210
1833,31,Masculino,Terciario,Ingenieria,17,Comunicacion,Sin idiomas,Disenador grafico,salta,Remoto,Si,Contabilidad,2025-01-27,568565
1834,19,Otro,Secundario,Ingenieria,23,Excel,Sin idiomas,Tecnico en sistemas,cordoba,Full-Time,Si,Tecnologia,2025-04-01,661533
1835,26,Femenino,Terciario,Contador Publico,11,Atencion al cliente,Portugues - Basico,Enfermero/a,neuquen,Remoto,Si,Tecnologia,2024-08-05,456209
1836,54,Otro,Terciario,Arquitectura,8,Comunicacion,Ingles - Avanzado,Abogado/a,san juan,Part-Time,Si,Tecnologia,2025-01-13,390090
1837,37,Femenino,Terciario,Contador Publico,8,Diseno UX/UI,Frances - Basico,Tecnico en sistemas,mendoza,Part-Time,Si,Contabilidad,2024-10-13,456710
1838,43,Femenino,Secundario,Contador Publico,17,SQL,Ingles - Avanzado,Abogado/a,rosario,Part-Time,Si,Comercio,2024-12-07,607320
1839,46,Masculino,Posgrado,Arquitectura,17,Diseno UX/UI,Sin idiomas,Enfermero/a,cordoba,Full-Time,Si,Comercio,2024-09-04,585119
1840,18,Masculino,Universitario,Diseno Grafico,6,Redaccion,Frances - Basico,Disenador grafico,tucuman,Remoto,Si,Salud,2024-12-31,466665
1841,52,Otro,Universitario,Administracion,3,Redaccion,Ingles - Avanzado,Tecnico en sistemas,tucuman,Remoto,Si,Comercio,2025-01-04,386302
1842,23,Masculino,Secundario,Abogacia,12,Ingles,Portugues - Basico,Docente,san juan,Part-Time,Si,Tecnologia,2024-08-01,439930
1843,54,Masculino,Secundario,Medicina,16,SQL,Ingles - Intermedio,Tecnico en sistemas,rosario,Part-Time,No,Educacion,2024-06-13,506055
1844,22,Otro,Secundario,Ingenieria,23,SQL,Frances - Basico,Vendedor,rosario,Part-Time,Si,Tecnologia,2025-02-06,645473
1845,50,Masculino,Universitario,Psicologia,1,Comunicacion,Portugues - Intermedio,Enfermero/a,san juan,Remoto,Si,Contabilidad,2025-02-17,342867
1846,31,Femenino,Posgrado,Medicina,13,Ventas,Ingles - Basico,Asistente administrativo,rosario,Part-Time,No,Diseno,2024-09-24,515613
1847,29,Otro,Terciario,Administracion,2,SQL,Frances - Basico,Recepcionista,salta,Full-Time,No,Educacion,2024-12-11,299179
1848,59,Otro,Secundario,Arquitectura,4,Ingles,Frances - Basico,Analista de datos,rosario,Part-Time,No,Salud,2025-02-07,334599
1849,37,Femenino,Universitario,Medicina,13,Atencion al cliente,Portugues - Intermedio,Contador/a,tucuman,Part-Time,Si,Legal,2025-01-22,540814
1850,41,Masculino,Terciario,Ingenieria,2,Atencion al cliente,Portugues - Basico,Asistente administrativo,rosario,Remoto,Si,Diseno,2025-05-11,349808
1851,51,Otro,Terciario,Medicina,22,Diseno UX/UI,Ingles - Avanzado,Abogado/a,neuquen,Full-Time,No,Comercio,2025-01-24,634963
1852,42,Otro,Universitario,Abogacia,6,Comunicacion,Ingles - Avanzado,Docente,san juan,Remoto,No,Comercio,2024-10-01,436056
1853,46,Femenino,Universitario,Arquitectura,17,Project Management,Sin idiomas,Docente,mendoza,Full-Time,No,Contabilidad,2024-06-16,626200
1854,56,Femenino,Secundario,Medicina,12,Python,Ingles - Intermedio,Contador/a,tucuman,Full-Time,Si,Tecnologia,2024-07-04,491823
1855,48,Masculino,Secundario,Ingenieria,22,Diseno UX/UI,Portugues - Basico,Disenador grafico,mendoza,Part-Time,Si,Tecnologia,2024-06-19,626361
1856,40,Otro,Posgrado,Ingenieria,21,SQL,Portugues - Intermedio,Vendedor,tucuman,Part-Time,No,Educacion,2025-02-03,702842
1857,55,Masculino,Terciario,Medicina,9,Diseno UX/UI,Portugues - Basico,Recepcionista,cordoba,Remoto,Si,Comercio,2024-12-31,426205
1858,37,Masculino,Secundario,Diseno Grafico,24,Project Management,Portugues - Basico,Asistente administrativo,neuquen,Remoto,Si,Diseno,2025-02-01,653253
1859,40,Femenino,Secundario,Psicologia,12,Python,Ingles - Avanzado,Analista de datos,tucuman,Remoto,No,Contabilidad,2025-01-20,473968
1860,33,Otro,Secundario,Recursos Humanos,15,Project Management,Portugues - Intermedio,Tecnico en sistemas,neuquen,Full-Time,No,Diseno,2025-02-10,487892
1861,59,Otro,Terciario,Contador Publico,8,Project Management,Ingles - Basico,Contador/a,tucuman,Remoto,No,Salud,2025-03-21,427404
1862,25,Otro,Universitario,Arquitectura,1,Redaccion,Frances - Basico,Disenador grafico,mendoza,Full-Time,Si,Tecnologia,2024-05-24,292752
1863,38,Femenino,Terciario,Recursos Humanos,22,Atencion al cliente,Ingles - Avanzado,Docente,mendoza,Full-Time,Si,Diseno,2024-12-25,707365
1864,18,Femenino,Terciario,Administracion,4,Ventas,Portugues - Intermedio,Analista de datos,san juan,Full-Time,Si,Comercio,2024-07-17,351878
1865,25,Femenino,Universitario,Administracion,21,SQL,Ingles - Intermedio,Docente,tucuman,Full-Time,Si,Legal,2025-03-03,702583
1866,46,Femenino,Universitario,Ingenieria,16,Ingles,Frances - Basico,Enfermero/a,tucuman,Full-Time,Si,Contabilidad,2025-05-05,581142
1867,49,Femenino,Posgrado,Administracion,22,Comunicacion,Frances - Basico,Contador/a,salta,Part-Time,No,Educacion,2024-07-04,706945
1868,55,Otro,Posgrado,Diseno Grafico,21,Diseno UX/UI,Ingles - Avanzado,Disenador grafico,neuquen,Full-Time,Si,Tecnologia,2025-02-14,660337
1869,22,Masculino,Secundario,Psicologia,3,SQL,Sin idiomas,Tecnico en sistemas,neuquen,Full-Time,Si,Tecnologia,2025-02-02,351237
1870,39,Otro,Universitario,Administracion,16,Redaccion,Ingles - Intermedio,Abogado/a,neuquen,Part-Time,No,Salud,2024-12-02,599514
1871,51,Masculino,Terciario,Abogacia,8,Atencion al cliente,Ingles - Avanzado,Disenador grafico,neuquen,Part-Time,No,Tecnologia,2024-09-01,459936
1872,18,Femenino,Posgrado,Psicologia,19,Diseno UX/UI,Portugues - Basico,Recepcionista,cordoba,Part-Time,No,Contabilidad,2024-11-11,668243
1873,43,Masculino,Terciario,Diseno Grafico,1,Comunicacion,Sin idiomas,Tecnico en sistemas,cordoba,Remoto,No,Comercio,2024-09-08,323951
1874,27,Otro,Posgrado,Recursos Humanos,23,Ventas,Portugues - Intermedio,Asistente administrativo,rosario,Remoto,Si,Comercio,2025-03-24,690590
1875,47,Otro,Universitario,Psicologia,17,SQL,Ingles - Intermedio,Disenador grafico,tucuman,Full-Time,Si,Comercio,2024-07-04,547175
1876,35,Masculino,Terciario,Psicologia,20,Ingles,Frances - Basico,Tecnico en sistemas,tucuman,Full-Time,No,Legal,2024-06-10,635696
1877,34,Femenino,Universitario,Recursos Humanos,21,Atencion al cliente,Ingles - Avanzado,Asistente administrativo,tucuman,Full-Time,Si,Legal,2024-07-05,687471
1878,43,Femenino,Posgrado,Diseno Grafico,10,Excel,Frances - Basico,Disenador grafico,tucuman,Full-Time,No,Tecnologia,2025-02-06,558479
1879,25,Otro,Posgrado,Administracion,12,SQL,Ingles - Intermedio,Analista de datos,neuquen,Part-Time,Si,Diseno,2024-10-31,549155
1880,57,Masculino,Secundario,Ingenieria,7,Project Management,Frances - Basico,Abogado/a,neuquen,Remoto,Si,Legal,2024-11-17,382006
1881,29,Femenino,Universitario,Arquitectura,0,Project Management,Ingles - Avanzado,Analista de datos,cordoba,Part-Time,Si,Diseno,2025-02-06,289088
1882,44,Femenino,Terciario,Recursos Humanos,16,Ingles,Sin idiomas,Recepcionista,mendoza,Remoto,No,Diseno,2025-04-05,591250
1883,25,Otro,Secundario,Recursos Humanos,11,Python,Ingles - Avanzado,Tecnico en sistemas,salta,Part-Time,No,Legal,2025-02-20,411112
1884,42,Femenino,Terciario,Recursos Humanos,3,Ingles,Ingles - Basico,Asistente administrativo,neuquen,Full-Time,Si,Salud,2024-08-14,354782
1885,21,Masculino,Terciario,Recursos Humanos,20,Atencion al cliente,Frances - Basico,Enfermero/a,neuquen,Remoto,Si,Legal,2024-09-13,613271
1886,50,Otro,Universitario,Arquitectura,12,Project Management,Ingles - Basico,Disenador grafico,san juan,Full-Time,No,Educacion,2024-11-30,517917
1887,18,Otro,Terciario,Arquitectura,8,Ventas,Sin idiomas,Enfermero/a,neuquen,Remoto,No,Educacion,2024-10-08,441074
1888,36,Masculino,Universitario,Administracion,6,Ventas,Ingles - Basico,Disenador grafico,mendoza,Remoto,Si,Diseno,2024-09-06,434144
1889,48,Otro,Secundario,Medicina,22,Project Management,Frances - Basico,Recepcionista,mendoza,Full-Time,Si,Educacion,2024-08-10,557540
1890,33,Femenino,Terciario,Medicina,23,Atencion al cliente,Ingles - Intermedio,Enfermero/a,cordoba,Full-Time,No,Tecnologia,2024-09-15,665439
1891,31,Femenino,Terciario,Marketing,4,Redaccion,Portugues - Basico,Asistente administrativo,neuquen,Full-Time,Si,Comercio,2024-09-29,313113
1892,22,Masculino,Terciario,Recursos Humanos,4,Comunicacion,Sin idiomas,Vendedor,san juan,Part-Time,No,Salud,2024-05-24,401966
1893,58,Femenino,Secundario,Recursos Humanos,16,Comunicacion,Ingles - Avanzado,Analista de datos,salta,Remoto,No,Tecnologia,2024-05-20,523347
